indicator,period,value,unit
confianza_consumidor,2001-11,-17.72,"balance, seasonally adjusted"
confianza_consumidor,2001-12,-9.83,"balance, seasonally adjusted"
confianza_consumidor,2002-01,-3.324,"balance, seasonally adjusted"
confianza_consumidor,2002-02,-16.584,"balance, seasonally adjusted"
confianza_consumidor,2002-03,-20.476,"balance, seasonally adjusted"
confianza_consumidor,2002-04,-22.972,"balance, seasonally adjusted"
confianza_consumidor,2002-05,-14.598,"balance, seasonally adjusted"
confianza_consumidor,2002-06,3.578,"balance, seasonally adjusted"
confianza_consumidor,2002-07,-5.02,"balance, seasonally adjusted"
confianza_consumidor,2002-08,3.348,"balance, seasonally adjusted"
confianza_consumidor,2002-09,-6.142,"balance, seasonally adjusted"
confianza_consumidor,2002-10,-4.352,"balance, seasonally adjusted"
confianza_consumidor,2002-11,-1.52,"balance, seasonally adjusted"
confianza_consumidor,2002-12,6.1,"balance, seasonally adjusted"
confianza_consumidor,2003-01,0.814000000000001,"balance, seasonally adjusted"
confianza_consumidor,2003-02,-1.322,"balance, seasonally adjusted"
confianza_consumidor,2003-03,-7.828,"balance, seasonally adjusted"
confianza_consumidor,2003-04,-8.49,"balance, seasonally adjusted"
confianza_consumidor,2003-05,-1.558,"balance, seasonally adjusted"
confianza_consumidor,2003-06,5.286,"balance, seasonally adjusted"
confianza_consumidor,2003-07,1.902,"balance, seasonally adjusted"
confianza_consumidor,2003-08,9.946,"balance, seasonally adjusted"
confianza_consumidor,2003-09,5.01,"balance, seasonally adjusted"
confianza_consumidor,2003-10,5.886,"balance, seasonally adjusted"
confianza_consumidor,2003-11,4.884,"balance, seasonally adjusted"
confianza_consumidor,2003-12,14.5,"balance, seasonally adjusted"
confianza_consumidor,2004-01,25.7,"balance, seasonally adjusted"
confianza_consumidor,2004-02,15.95,"balance, seasonally adjusted"
confianza_consumidor,2004-03,13.046,"balance, seasonally adjusted"
confianza_consumidor,2004-04,13.378,"balance, seasonally adjusted"
confianza_consumidor,2004-05,12.412,"balance, seasonally adjusted"
confianza_consumidor,2004-06,12.74,"balance, seasonally adjusted"
confianza_consumidor,2004-07,13.79,"balance, seasonally adjusted"
confianza_consumidor,2004-08,10.344,"balance, seasonally adjusted"
confianza_consumidor,2004-09,5.884,"balance, seasonally adjusted"
confianza_consumidor,2004-10,9.116,"balance, seasonally adjusted"
confianza_consumidor,2004-11,15.704,"balance, seasonally adjusted"
confianza_consumidor,2004-12,12.898,"balance, seasonally adjusted"
confianza_consumidor,2005-01,19.268,"balance, seasonally adjusted"
confianza_consumidor,2005-02,13.922,"balance, seasonally adjusted"
confianza_consumidor,2005-03,9.6,"balance, seasonally adjusted"
confianza_consumidor,2005-04,13.336,"balance, seasonally adjusted"
confianza_consumidor,2005-05,14.052,"balance, seasonally adjusted"
confianza_consumidor,2005-06,18.662,"balance, seasonally adjusted"
confianza_consumidor,2005-07,21.91,"balance, seasonally adjusted"
confianza_consumidor,2005-08,27.97,"balance, seasonally adjusted"
confianza_consumidor,2005-09,18.866,"balance, seasonally adjusted"
confianza_consumidor,2005-10,18.662,"balance, seasonally adjusted"
confianza_consumidor,2005-11,18.79,"balance, seasonally adjusted"
confianza_consumidor,2005-12,22.552,"balance, seasonally adjusted"
confianza_consumidor,2006-01,26.706,"balance, seasonally adjusted"
confianza_consumidor,2006-02,25.126,"balance, seasonally adjusted"
confianza_consumidor,2006-03,30.024,"balance, seasonally adjusted"
confianza_consumidor,2006-04,29.706,"balance, seasonally adjusted"
confianza_consumidor,2006-05,32.208,"balance, seasonally adjusted"
confianza_consumidor,2006-06,34.304,"balance, seasonally adjusted"
confianza_consumidor,2006-07,29.806,"balance, seasonally adjusted"
confianza_consumidor,2006-08,32.648,"balance, seasonally adjusted"
confianza_consumidor,2006-09,25.29,"balance, seasonally adjusted"
confianza_consumidor,2006-10,32.208,"balance, seasonally adjusted"
confianza_consumidor,2006-11,31.89,"balance, seasonally adjusted"
confianza_consumidor,2006-12,37.054,"balance, seasonally adjusted"
confianza_consumidor,2007-01,31.862,"balance, seasonally adjusted"
confianza_consumidor,2007-02,30.19,"balance, seasonally adjusted"
confianza_consumidor,2007-03,30.112,"balance, seasonally adjusted"
confianza_consumidor,2007-04,30.04,"balance, seasonally adjusted"
confianza_consumidor,2007-05,21.768,"balance, seasonally adjusted"
confianza_consumidor,2007-06,25.146,"balance, seasonally adjusted"
confianza_consumidor,2007-07,28.618,"balance, seasonally adjusted"
confianza_consumidor,2007-08,28.468,"balance, seasonally adjusted"
confianza_consumidor,2007-09,30.784,"balance, seasonally adjusted"
confianza_consumidor,2007-10,37.72,"balance, seasonally adjusted"
confianza_consumidor,2007-11,31.906,"balance, seasonally adjusted"
confianza_consumidor,2007-12,34.038,"balance, seasonally adjusted"
confianza_consumidor,2008-01,31.282,"balance, seasonally adjusted"
confianza_consumidor,2008-02,23.668,"balance, seasonally adjusted"
confianza_consumidor,2008-03,30.928,"balance, seasonally adjusted"
confianza_consumidor,2008-04,29.62,"balance, seasonally adjusted"
confianza_consumidor,2008-05,21.424,"balance, seasonally adjusted"
confianza_consumidor,2008-06,11.358,"balance, seasonally adjusted"
confianza_consumidor,2008-07,21.742,"balance, seasonally adjusted"
confianza_consumidor,2008-08,18.298,"balance, seasonally adjusted"
confianza_consumidor,2008-09,14.836,"balance, seasonally adjusted"
confianza_consumidor,2008-10,6.732,"balance, seasonally adjusted"
confianza_consumidor,2008-11,3.782,"balance, seasonally adjusted"
confianza_consumidor,2008-12,2.664,"balance, seasonally adjusted"
confianza_consumidor,2009-01,8.6,"balance, seasonally adjusted"
confianza_consumidor,2009-02,-1.646,"balance, seasonally adjusted"
confianza_consumidor,2009-03,-4.758,"balance, seasonally adjusted"
confianza_consumidor,2009-04,-11.72,"balance, seasonally adjusted"
confianza_consumidor,2009-05,0.784,"balance, seasonally adjusted"
confianza_consumidor,2009-06,2.064,"balance, seasonally adjusted"
confianza_consumidor,2009-07,2.936,"balance, seasonally adjusted"
confianza_consumidor,2009-08,8.712,"balance, seasonally adjusted"
confianza_consumidor,2009-09,8.072,"balance, seasonally adjusted"
confianza_consumidor,2009-10,4.538,"balance, seasonally adjusted"
confianza_consumidor,2009-11,13.084,"balance, seasonally adjusted"
confianza_consumidor,2009-12,6.314,"balance, seasonally adjusted"
confianza_consumidor,2010-01,7.076,"balance, seasonally adjusted"
confianza_consumidor,2010-02,11.464,"balance, seasonally adjusted"
confianza_consumidor,2010-03,16.13,"balance, seasonally adjusted"
confianza_consumidor,2010-04,19.338,"balance, seasonally adjusted"
confianza_consumidor,2010-05,22.534,"balance, seasonally adjusted"
confianza_consumidor,2010-06,27.2,"balance, seasonally adjusted"
confianza_consumidor,2010-07,27.206,"balance, seasonally adjusted"
confianza_consumidor,2010-08,38.788,"balance, seasonally adjusted"
confianza_consumidor,2010-09,35.4292569422702,"balance, seasonally adjusted"
confianza_consumidor,2010-10,30.3383649823559,"balance, seasonally adjusted"
confianza_consumidor,2010-11,25.8650247146098,"balance, seasonally adjusted"
confianza_consumidor,2010-12,16.7129848033571,"balance, seasonally adjusted"
confianza_consumidor,2011-01,16.347398819805,"balance, seasonally adjusted"
confianza_consumidor,2011-02,20.9348064981683,"balance, seasonally adjusted"
confianza_consumidor,2011-03,21.1180159829751,"balance, seasonally adjusted"
confianza_consumidor,2011-04,11.9109174816839,"balance, seasonally adjusted"
confianza_consumidor,2011-05,10.1295425061054,"balance, seasonally adjusted"
confianza_consumidor,2011-06,27.5923235664203,"balance, seasonally adjusted"
confianza_consumidor,2011-07,27.46513639508,"balance, seasonally adjusted"
confianza_consumidor,2011-08,24.8596335226452,"balance, seasonally adjusted"
confianza_consumidor,2011-09,23.0755460289845,"balance, seasonally adjusted"
confianza_consumidor,2011-10,20.6403045071296,"balance, seasonally adjusted"
confianza_consumidor,2011-11,23.5974803396069,"balance, seasonally adjusted"
confianza_consumidor,2011-12,29.7850169817641,"balance, seasonally adjusted"
confianza_consumidor,2012-01,32.7189351852548,"balance, seasonally adjusted"
confianza_consumidor,2012-02,26.7625774639289,"balance, seasonally adjusted"
confianza_consumidor,2012-03,24.4166396747343,"balance, seasonally adjusted"
confianza_consumidor,2012-04,26.635090096271,"balance, seasonally adjusted"
confianza_consumidor,2012-05,26.5065296168098,"balance, seasonally adjusted"
confianza_consumidor,2012-06,20.6152345783433,"balance, seasonally adjusted"
confianza_consumidor,2012-07,23.1536603817466,"balance, seasonally adjusted"
confianza_consumidor,2012-08,18.0545766370405,"balance, seasonally adjusted"
confianza_consumidor,2012-09,25.01330011622,"balance, seasonally adjusted"
confianza_consumidor,2012-10,25.5887708524484,"balance, seasonally adjusted"
confianza_consumidor,2012-11,25.2910720922871,"balance, seasonally adjusted"
confianza_consumidor,2012-12,21.4506474687357,"balance, seasonally adjusted"
confianza_consumidor,2013-01,23.1445102024469,"balance, seasonally adjusted"
confianza_consumidor,2013-02,14.8642151801523,"balance, seasonally adjusted"
confianza_consumidor,2013-03,14.7942261357084,"balance, seasonally adjusted"
confianza_consumidor,2013-04,23.6739459355726,"balance, seasonally adjusted"
confianza_consumidor,2013-05,20.0967501613737,"balance, seasonally adjusted"
confianza_consumidor,2013-06,27.3681042045564,"balance, seasonally adjusted"
confianza_consumidor,2013-07,25.0801465149299,"balance, seasonally adjusted"
confianza_consumidor,2013-08,13.3977923797252,"balance, seasonally adjusted"
confianza_consumidor,2013-09,14.6457300143784,"balance, seasonally adjusted"
confianza_consumidor,2013-10,22.2877961361907,"balance, seasonally adjusted"
confianza_consumidor,2013-11,23.6672960052383,"balance, seasonally adjusted"
confianza_consumidor,2013-12,22.8392616052401,"balance, seasonally adjusted"
confianza_consumidor,2014-01,27.2775656361649,"balance, seasonally adjusted"
confianza_consumidor,2014-02,15.7314194813003,"balance, seasonally adjusted"
confianza_consumidor,2014-03,18.4834936395098,"balance, seasonally adjusted"
confianza_consumidor,2014-04,18.4591916893972,"balance, seasonally adjusted"
confianza_consumidor,2014-05,23.9235557023189,"balance, seasonally adjusted"
confianza_consumidor,2014-06,26.5070152945817,"balance, seasonally adjusted"
confianza_consumidor,2014-07,26.57636718727,"balance, seasonally adjusted"
confianza_consumidor,2014-08,20.4929420550718,"balance, seasonally adjusted"
confianza_consumidor,2014-09,17.4902879957543,"balance, seasonally adjusted"
confianza_consumidor,2014-10,21.6934539064116,"balance, seasonally adjusted"
confianza_consumidor,2014-11,24.5149918646981,"balance, seasonally adjusted"
confianza_consumidor,2014-12,22.410078860035,"balance, seasonally adjusted"
confianza_consumidor,2015-01,17.9135390520544,"balance, seasonally adjusted"
confianza_consumidor,2015-02,13.9881806509072,"balance, seasonally adjusted"
confianza_consumidor,2015-03,2.29317532510891,"balance, seasonally adjusted"
confianza_consumidor,2015-04,8.20200337424845,"balance, seasonally adjusted"
confianza_consumidor,2015-05,13.670131518982,"balance, seasonally adjusted"
confianza_consumidor,2015-06,14.7486467670206,"balance, seasonally adjusted"
confianza_consumidor,2015-07,2.62561040913243,"balance, seasonally adjusted"
confianza_consumidor,2015-08,-0.407927302219258,"balance, seasonally adjusted"
confianza_consumidor,2015-09,4.27946742962689,"balance, seasonally adjusted"
confianza_consumidor,2015-10,6.76254100385388,"balance, seasonally adjusted"
confianza_consumidor,2015-11,6.70200701301298,"balance, seasonally adjusted"
confianza_consumidor,2015-12,1.05770332200712,"balance, seasonally adjusted"
confianza_consumidor,2016-01,-21.3167190894703,"balance, seasonally adjusted"
confianza_consumidor,2016-02,-21.00145794938,"balance, seasonally adjusted"
confianza_consumidor,2016-03,-20.1411549324865,"balance, seasonally adjusted"
confianza_consumidor,2016-04,-12.9815025272386,"balance, seasonally adjusted"
confianza_consumidor,2016-05,-12.5002775829484,"balance, seasonally adjusted"
confianza_consumidor,2016-06,-11.3171135997877,"balance, seasonally adjusted"
confianza_consumidor,2016-07,-14.8731532072605,"balance, seasonally adjusted"
confianza_consumidor,2016-08,-6.58758608367828,"balance, seasonally adjusted"
confianza_consumidor,2016-09,-2.14451340523065,"balance, seasonally adjusted"
confianza_consumidor,2016-10,-3.15826329230007,"balance, seasonally adjusted"
confianza_consumidor,2016-11,-4.57227266164275,"balance, seasonally adjusted"
confianza_consumidor,2016-12,-10.661199353991,"balance, seasonally adjusted"
confianza_consumidor,2017-01,-30.2276392441378,"balance, seasonally adjusted"
confianza_consumidor,2017-02,-24.3134502130782,"balance, seasonally adjusted"
confianza_consumidor,2017-03,-21.1408888289182,"balance, seasonally adjusted"
confianza_consumidor,2017-04,-12.8297509821315,"balance, seasonally adjusted"
confianza_consumidor,2017-05,-16.8731880303688,"balance, seasonally adjusted"
confianza_consumidor,2017-06,-11.7273345571305,"balance, seasonally adjusted"
confianza_consumidor,2017-07,-9.48871347546782,"balance, seasonally adjusted"
confianza_consumidor,2017-08,-15.8865812975779,"balance, seasonally adjusted"
confianza_consumidor,2017-09,-10.2786462099898,"balance, seasonally adjusted"
confianza_consumidor,2017-10,-10.5956677146297,"balance, seasonally adjusted"
confianza_consumidor,2017-11,-9.98401326783275,"balance, seasonally adjusted"
confianza_consumidor,2017-12,-5.99636531081583,"balance, seasonally adjusted"
confianza_consumidor,2018-01,-5.41563816594977,"balance, seasonally adjusted"
confianza_consumidor,2018-02,-7.83597813753749,"balance, seasonally adjusted"
confianza_consumidor,2018-03,-3.15888440571053,"balance, seasonally adjusted"
confianza_consumidor,2018-04,1.48683702795972,"balance, seasonally adjusted"
confianza_consumidor,2018-05,8.8835127954014,"balance, seasonally adjusted"
confianza_consumidor,2018-06,15.5149812489299,"balance, seasonally adjusted"
confianza_consumidor,2018-07,9.82418717739368,"balance, seasonally adjusted"
confianza_consumidor,2018-08,4.6826895437631,"balance, seasonally adjusted"
confianza_consumidor,2018-09,-0.668407760647697,"balance, seasonally adjusted"
confianza_consumidor,2018-10,-1.30034978281671,"balance, seasonally adjusted"
confianza_consumidor,2018-11,-19.6358406511058,"balance, seasonally adjusted"
confianza_consumidor,2018-12,-8.31358002816618,"balance, seasonally adjusted"
confianza_consumidor,2019-01,-2.78948272125208,"balance, seasonally adjusted"
confianza_consumidor,2019-02,-5.57123557952582,"balance, seasonally adjusted"
confianza_consumidor,2019-03,1.18664406089921,"balance, seasonally adjusted"
confianza_consumidor,2019-04,-9.55023993486231,"balance, seasonally adjusted"
confianza_consumidor,2019-05,-5.02772281833411,"balance, seasonally adjusted"
confianza_consumidor,2019-06,-6.29042414392211,"balance, seasonally adjusted"
confianza_consumidor,2019-07,-5.05562073629642,"balance, seasonally adjusted"
confianza_consumidor,2019-08,-11.8,"balance, seasonally adjusted"
confianza_consumidor,2019-09,-10.7,"balance, seasonally adjusted"
confianza_consumidor,2019-10,-9.80026202260384,"balance, seasonally adjusted"
confianza_consumidor,2019-11,-14.4354470209967,"balance, seasonally adjusted"
confianza_consumidor,2019-12,-9.50040858310981,"balance, seasonally adjusted"
confianza_consumidor,2020-01,-1.18879227977655,"balance, seasonally adjusted"
confianza_consumidor,2020-02,-11.2365425286706,"balance, seasonally adjusted"
confianza_consumidor,2020-03,-23.7803725716041,"balance, seasonally adjusted"
confianza_consumidor,2020-04,-41.3,"balance, seasonally adjusted"
confianza_consumidor,2020-05,-34.0,"balance, seasonally adjusted"
confianza_consumidor,2020-06,-33.1,"balance, seasonally adjusted"
confianza_consumidor,2020-07,-32.7,"balance, seasonally adjusted"
confianza_consumidor,2020-08,-25.4,"balance, seasonally adjusted"
confianza_consumidor,2020-09,-21.6,"balance, seasonally adjusted"
confianza_consumidor,2020-10,-18.6,"balance, seasonally adjusted"
confianza_consumidor,2020-11,-13.6,"balance, seasonally adjusted"
confianza_consumidor,2020-12,-10.4,"balance, seasonally adjusted"
confianza_consumidor,2021-01,-20.8,"balance, seasonally adjusted"
confianza_consumidor,2021-02,-14.6,"balance, seasonally adjusted"
confianza_consumidor,2021-03,-11.4,"balance, seasonally adjusted"
confianza_consumidor,2021-04,-34.2,"balance, seasonally adjusted"
confianza_consumidor,2021-05,-34.3,"balance, seasonally adjusted"
confianza_consumidor,2021-06,-22.3,"balance, seasonally adjusted"
confianza_consumidor,2021-07,-7.5,"balance, seasonally adjusted"
confianza_consumidor,2021-08,-8.2,"balance, seasonally adjusted"
confianza_consumidor,2021-09,-3.0,"balance, seasonally adjusted"
confianza_consumidor,2021-10,-1.3,"balance, seasonally adjusted"
confianza_consumidor,2021-11,-1.4,"balance, seasonally adjusted"
confianza_consumidor,2021-12,-7.0,"balance, seasonally adjusted"
confianza_consumidor,2022-01,-13.5,"balance, seasonally adjusted"
confianza_consumidor,2022-02,-17.5,"balance, seasonally adjusted"
confianza_consumidor,2022-03,-17.8,"balance, seasonally adjusted"
confianza_consumidor,2022-04,-17.5,"balance, seasonally adjusted"
confianza_consumidor,2022-05,-14.7,"balance, seasonally adjusted"
confianza_consumidor,2022-06,2.9,"balance, seasonally adjusted"
confianza_consumidor,2022-07,-10.4,"balance, seasonally adjusted"
confianza_consumidor,2022-08,-2.4,"balance, seasonally adjusted"
confianza_consumidor,2022-09,-11.5,"balance, seasonally adjusted"
confianza_consumidor,2022-10,-19.5,"balance, seasonally adjusted"
confianza_consumidor,2022-11,-24.8,"balance, seasonally adjusted"
confianza_consumidor,2022-12,-22.3,"balance, seasonally adjusted"
confianza_consumidor,2023-01,-28.6,"balance, seasonally adjusted"
confianza_consumidor,2023-02,-27.8,"balance, seasonally adjusted"
confianza_consumidor,2023-03,-28.5,"balance, seasonally adjusted"
confianza_consumidor,2023-04,-28.8,"balance, seasonally adjusted"
confianza_consumidor,2023-05,-22.8,"balance, seasonally adjusted"
confianza_consumidor,2023-06,-14.1,"balance, seasonally adjusted"
confianza_consumidor,2023-07,-17.4,"balance, seasonally adjusted"
confianza_consumidor,2023-08,-18.8,"balance, seasonally adjusted"
confianza_consumidor,2023-09,-17.9,"balance, seasonally adjusted"
confianza_consumidor,2023-10,-14.0,"balance, seasonally adjusted"
confianza_consumidor,2023-11,-20.9,"balance, seasonally adjusted"
confianza_consumidor,2023-12,-17.3,"balance, seasonally adjusted"
confianza_consumidor,2024-01,-7.9,"balance, seasonally adjusted"
confianza_consumidor,2024-02,-9.4,"balance, seasonally adjusted"
confianza_consumidor,2024-03,-13.0,"balance, seasonally adjusted"
confianza_consumidor,2024-04,-11.4,"balance, seasonally adjusted"
confianza_consumidor,2024-05,-14.1,"balance, seasonally adjusted"
confianza_consumidor,2024-06,-12.7,"balance, seasonally adjusted"
confianza_consumidor,2024-07,-9.0,"balance, seasonally adjusted"
confianza_consumidor,2024-08,-15.3,"balance, seasonally adjusted"
confianza_consumidor,2024-09,-16.0,"balance, seasonally adjusted"
confianza_consumidor,2024-10,-3.7,"balance, seasonally adjusted"
confianza_consumidor,2024-11,-5.7,"balance, seasonally adjusted"
confianza_consumidor,2024-12,-3.4,"balance, seasonally adjusted"
confianza_consumidor,2025-01,-1.1,"balance, seasonally adjusted"
confianza_consumidor,2025-02,-12.0,"balance, seasonally adjusted"
confianza_consumidor,2025-03,-7.1,"balance, seasonally adjusted"
confianza_consumidor,2025-04,-8.6,"balance, seasonally adjusted"
confianza_consumidor,2025-05,-3.8,"balance, seasonally adjusted"
confianza_consumidor,2025-06,2.2,"balance, seasonally adjusted"
confianza_consumidor,2025-07,5.3,"balance, seasonally adjusted"
confianza_consumidor,2025-08,-2.4,"balance, seasonally adjusted"
confianza_consumidor,2025-09,1.6,"balance, seasonally adjusted"
confianza_consumidor,2025-10,13.6,"balance, seasonally adjusted"
confianza_consumidor,2025-11,17.0,"balance, seasonally adjusted"
confianza_consumidor,2025-12,19.9,"balance, seasonally adjusted"
confianza_consumidor,2026-01,18.2,"balance, seasonally adjusted"
confianza_consumidor,2026-02,18.3,"balance, seasonally adjusted"
confianza_consumidor,2026-03,19.3,"balance, seasonally adjusted"
confianza_consumidor,2026-04,13.7,"balance, seasonally adjusted"
confianza_consumidor,2026-05,17.8,"balance, seasonally adjusted"
confianza_consumidor,2026-06,24.3,"balance, seasonally adjusted"
confianza_empresarial,1980-01,9.04888226230816,"balance, seasonally adjusted"
confianza_empresarial,1980-02,9.33424893239444,"balance, seasonally adjusted"
confianza_empresarial,1980-03,6.93115246695894,"balance, seasonally adjusted"
confianza_empresarial,1980-04,4.76302105790177,"balance, seasonally adjusted"
confianza_empresarial,1980-05,4.48737971103451,"balance, seasonally adjusted"
confianza_empresarial,1980-06,4.50983867653251,"balance, seasonally adjusted"
confianza_empresarial,1980-07,-1.24238305648069,"balance, seasonally adjusted"
confianza_empresarial,1980-08,2.71579464028115,"balance, seasonally adjusted"
confianza_empresarial,1980-09,-2.15789197269836,"balance, seasonally adjusted"
confianza_empresarial,1980-10,3.51223634241422,"balance, seasonally adjusted"
confianza_empresarial,1980-11,4.28887187909461,"balance, seasonally adjusted"
confianza_empresarial,1980-12,5.02379294889036,"balance, seasonally adjusted"
confianza_empresarial,1981-01,3.3661366610566,"balance, seasonally adjusted"
confianza_empresarial,1981-02,4.79071884750279,"balance, seasonally adjusted"
confianza_empresarial,1981-03,4.06755259942925,"balance, seasonally adjusted"
confianza_empresarial,1981-04,4.24972690204124,"balance, seasonally adjusted"
confianza_empresarial,1981-05,0.312681575379936,"balance, seasonally adjusted"
confianza_empresarial,1981-06,0.169556344860614,"balance, seasonally adjusted"
confianza_empresarial,1981-07,0.847323906739552,"balance, seasonally adjusted"
confianza_empresarial,1981-08,-0.369967140206526,"balance, seasonally adjusted"
confianza_empresarial,1981-09,0.571348065452563,"balance, seasonally adjusted"
confianza_empresarial,1981-10,-2.28960981231244,"balance, seasonally adjusted"
confianza_empresarial,1981-11,0.942475827544401,"balance, seasonally adjusted"
confianza_empresarial,1981-12,0.446468421596788,"balance, seasonally adjusted"
confianza_empresarial,1982-01,1.74863866196581,"balance, seasonally adjusted"
confianza_empresarial,1982-02,-0.0252690063494541,"balance, seasonally adjusted"
confianza_empresarial,1982-03,2.44062790149965,"balance, seasonally adjusted"
confianza_empresarial,1982-04,3.22960828873318,"balance, seasonally adjusted"
confianza_empresarial,1982-05,3.05832254711101,"balance, seasonally adjusted"
confianza_empresarial,1982-06,2.9470986626607,"balance, seasonally adjusted"
confianza_empresarial,1982-07,2.56945978603205,"balance, seasonally adjusted"
confianza_empresarial,1982-08,3.4547058353683,"balance, seasonally adjusted"
confianza_empresarial,1982-09,-1.42613102522109,"balance, seasonally adjusted"
confianza_empresarial,1982-10,-0.775605338185994,"balance, seasonally adjusted"
confianza_empresarial,1982-11,-2.27965455959432,"balance, seasonally adjusted"
confianza_empresarial,1982-12,-1.77334857916028,"balance, seasonally adjusted"
confianza_empresarial,1983-01,1.28461420449305,"balance, seasonally adjusted"
confianza_empresarial,1983-02,-2.35831073787982,"balance, seasonally adjusted"
confianza_empresarial,1983-03,-6.15088234641804,"balance, seasonally adjusted"
confianza_empresarial,1983-04,-4.62151008827457,"balance, seasonally adjusted"
confianza_empresarial,1983-05,-0.499989357360837,"balance, seasonally adjusted"
confianza_empresarial,1983-06,-0.0496785641861222,"balance, seasonally adjusted"
confianza_empresarial,1983-07,1.37236635332501,"balance, seasonally adjusted"
confianza_empresarial,1983-08,0.602931083825184,"balance, seasonally adjusted"
confianza_empresarial,1983-09,3.83153115845719,"balance, seasonally adjusted"
confianza_empresarial,1983-10,4.10832704068195,"balance, seasonally adjusted"
confianza_empresarial,1983-11,3.89139886336832,"balance, seasonally adjusted"
confianza_empresarial,1983-12,2.60018544468325,"balance, seasonally adjusted"
confianza_empresarial,1984-01,2.38187011133067,"balance, seasonally adjusted"
confianza_empresarial,1984-02,1.42909659240117,"balance, seasonally adjusted"
confianza_empresarial,1984-03,1.97744573403835,"balance, seasonally adjusted"
confianza_empresarial,1984-04,-1.04556010371499,"balance, seasonally adjusted"
confianza_empresarial,1984-05,2.12386557676211,"balance, seasonally adjusted"
confianza_empresarial,1984-06,0.89990712315926,"balance, seasonally adjusted"
confianza_empresarial,1984-07,-1.7369336182229,"balance, seasonally adjusted"
confianza_empresarial,1984-08,2.41459749514006,"balance, seasonally adjusted"
confianza_empresarial,1984-09,1.12568574144045,"balance, seasonally adjusted"
confianza_empresarial,1984-10,-0.983303122294935,"balance, seasonally adjusted"
confianza_empresarial,1984-11,-1.69806197807334,"balance, seasonally adjusted"
confianza_empresarial,1984-12,-3.00918435232847,"balance, seasonally adjusted"
confianza_empresarial,1985-01,-3.99526927904417,"balance, seasonally adjusted"
confianza_empresarial,1985-02,-1.18678193938549,"balance, seasonally adjusted"
confianza_empresarial,1985-03,-4.55713386234236,"balance, seasonally adjusted"
confianza_empresarial,1985-04,-1.42553881061305,"balance, seasonally adjusted"
confianza_empresarial,1985-05,-1.46258415410319,"balance, seasonally adjusted"
confianza_empresarial,1985-06,-2.62366768602574,"balance, seasonally adjusted"
confianza_empresarial,1985-07,0.366463584149919,"balance, seasonally adjusted"
confianza_empresarial,1985-08,0.932590268479491,"balance, seasonally adjusted"
confianza_empresarial,1985-09,1.34051180651592,"balance, seasonally adjusted"
confianza_empresarial,1985-10,2.06571251202773,"balance, seasonally adjusted"
confianza_empresarial,1985-11,0.62299985212534,"balance, seasonally adjusted"
confianza_empresarial,1985-12,5.2961550288244,"balance, seasonally adjusted"
confianza_empresarial,1986-01,6.40958046413764,"balance, seasonally adjusted"
confianza_empresarial,1986-02,4.58075342359755,"balance, seasonally adjusted"
confianza_empresarial,1986-03,6.68420425231321,"balance, seasonally adjusted"
confianza_empresarial,1986-04,7.04464131653268,"balance, seasonally adjusted"
confianza_empresarial,1986-05,3.43764469034848,"balance, seasonally adjusted"
confianza_empresarial,1986-06,6.34786137340665,"balance, seasonally adjusted"
confianza_empresarial,1986-07,5.75865418307756,"balance, seasonally adjusted"
confianza_empresarial,1986-08,3.93493633800549,"balance, seasonally adjusted"
confianza_empresarial,1986-09,3.11365286322588,"balance, seasonally adjusted"
confianza_empresarial,1986-10,4.54605955062417,"balance, seasonally adjusted"
confianza_empresarial,1986-11,5.00744863415948,"balance, seasonally adjusted"
confianza_empresarial,1986-12,5.54615306570619,"balance, seasonally adjusted"
confianza_empresarial,1987-01,6.28143466285405,"balance, seasonally adjusted"
confianza_empresarial,1987-02,5.77792415898852,"balance, seasonally adjusted"
confianza_empresarial,1987-03,4.64588039176042,"balance, seasonally adjusted"
confianza_empresarial,1987-04,7.49092839261676,"balance, seasonally adjusted"
confianza_empresarial,1987-05,5.73203710393285,"balance, seasonally adjusted"
confianza_empresarial,1987-06,7.74349578815593,"balance, seasonally adjusted"
confianza_empresarial,1987-07,6.59326516349904,"balance, seasonally adjusted"
confianza_empresarial,1987-08,7.08243188669026,"balance, seasonally adjusted"
confianza_empresarial,1987-09,9.80207348923463,"balance, seasonally adjusted"
confianza_empresarial,1987-10,8.8838454968284,"balance, seasonally adjusted"
confianza_empresarial,1987-11,8.07250920643051,"balance, seasonally adjusted"
confianza_empresarial,1987-12,6.60091964498784,"balance, seasonally adjusted"
confianza_empresarial,1988-01,6.31234555848255,"balance, seasonally adjusted"
confianza_empresarial,1988-02,5.81371019960865,"balance, seasonally adjusted"
confianza_empresarial,1988-03,6.51450440032537,"balance, seasonally adjusted"
confianza_empresarial,1988-04,3.52050171826833,"balance, seasonally adjusted"
confianza_empresarial,1988-05,4.96500430572514,"balance, seasonally adjusted"
confianza_empresarial,1988-06,7.7126734166641,"balance, seasonally adjusted"
confianza_empresarial,1988-07,3.66455819417195,"balance, seasonally adjusted"
confianza_empresarial,1988-08,4.16711978830842,"balance, seasonally adjusted"
confianza_empresarial,1988-09,3.07298492381958,"balance, seasonally adjusted"
confianza_empresarial,1988-10,1.30318633133435,"balance, seasonally adjusted"
confianza_empresarial,1988-11,0.0919473486275639,"balance, seasonally adjusted"
confianza_empresarial,1988-12,1.10672585039343,"balance, seasonally adjusted"
