indicator,period,value,unit
confianza_empresarial,2016-10,-2.34294924338722,"balance, seasonally adjusted"
confianza_empresarial,2016-11,1.79847952376908,"balance, seasonally adjusted"
confianza_empresarial,2016-12,1.11829866073388,"balance, seasonally adjusted"
confianza_empresarial,2017-01,-0.210073639619368,"balance, seasonally adjusted"
confianza_empresarial,2017-02,-3.1476978872721,"balance, seasonally adjusted"
confianza_empresarial,2017-03,-2.91050634501246,"balance, seasonally adjusted"
confianza_empresarial,2017-04,-5.74138782940396,"balance, seasonally adjusted"
confianza_empresarial,2017-05,-8.66110267069993,"balance, seasonally adjusted"
confianza_empresarial,2017-06,-5.54063424737347,"balance, seasonally adjusted"
confianza_empresarial,2017-07,-6.75075000916207,"balance, seasonally adjusted"
confianza_empresarial,2017-08,-5.46798347644557,"balance, seasonally adjusted"
confianza_empresarial,2017-09,-5.60602332187611,"balance, seasonally adjusted"
confianza_empresarial,2017-10,-6.01535299781935,"balance, seasonally adjusted"
confianza_empresarial,2017-11,-3.99015759321849,"balance, seasonally adjusted"
confianza_empresarial,2017-12,-1.87117057642874,"balance, seasonally adjusted"
confianza_empresarial,2018-01,-2.97639584762636,"balance, seasonally adjusted"
confianza_empresarial,2018-02,-0.709919445456145,"balance, seasonally adjusted"
confianza_empresarial,2018-03,1.43801253557512,"balance, seasonally adjusted"
confianza_empresarial,2018-04,1.51368248587997,"balance, seasonally adjusted"
confianza_empresarial,2018-05,0.649859363793929,"balance, seasonally adjusted"
confianza_empresarial,2018-06,2.27528147212046,"balance, seasonally adjusted"
confianza_empresarial,2018-07,3.50151095775393,"balance, seasonally adjusted"
confianza_empresarial,2018-08,2.06339759752075,"balance, seasonally adjusted"
confianza_empresarial,2018-09,1.9449501202173,"balance, seasonally adjusted"
confianza_empresarial,2018-10,3.45799649745106,"balance, seasonally adjusted"
confianza_empresarial,2018-11,1.92885744258719,"balance, seasonally adjusted"
confianza_empresarial,2018-12,1.70748892889893,"balance, seasonally adjusted"
confianza_empresarial,2019-01,3.43869147596823,"balance, seasonally adjusted"
confianza_empresarial,2019-02,2.94994068081684,"balance, seasonally adjusted"
confianza_empresarial,2019-03,2.71392866185476,"balance, seasonally adjusted"
confianza_empresarial,2019-04,5.4657479300548,"balance, seasonally adjusted"
confianza_empresarial,2019-05,7.22945705619606,"balance, seasonally adjusted"
confianza_empresarial,2019-06,8.67176285251653,"balance, seasonally adjusted"
confianza_empresarial,2019-07,6.81470678658082,"balance, seasonally adjusted"
confianza_empresarial,2019-08,8.48717881533029,"balance, seasonally adjusted"
confianza_empresarial,2019-09,8.48929117441758,"balance, seasonally adjusted"
confianza_empresarial,2019-10,7.91787775410449,"balance, seasonally adjusted"
confianza_empresarial,2019-11,8.10377381160003,"balance, seasonally adjusted"
confianza_empresarial,2019-12,10.7131415984284,"balance, seasonally adjusted"
confianza_empresarial,2020-01,9.27352411554346,"balance, seasonally adjusted"
confianza_empresarial,2020-02,7.74408878825637,"balance, seasonally adjusted"
confianza_empresarial,2020-03,-36.1594461160241,"balance, seasonally adjusted"
confianza_empresarial,2020-04,-34.6222893176386,"balance, seasonally adjusted"
confianza_empresarial,2020-05,-19.4033430312901,"balance, seasonally adjusted"
confianza_empresarial,2020-06,-22.3444494356687,"balance, seasonally adjusted"
confianza_empresarial,2020-07,-11.0123129699402,"balance, seasonally adjusted"
confianza_empresarial,2020-08,0.707019321304282,"balance, seasonally adjusted"
confianza_empresarial,2020-09,2.07382927782528,"balance, seasonally adjusted"
confianza_empresarial,2020-10,-0.0126336465776461,"balance, seasonally adjusted"
confianza_empresarial,2020-11,-0.280897233922418,"balance, seasonally adjusted"
confianza_empresarial,2020-12,-0.0143415913668967,"balance, seasonally adjusted"
confianza_empresarial,2021-01,2.47686325424005,"balance, seasonally adjusted"
confianza_empresarial,2021-02,5.95252032583202,"balance, seasonally adjusted"
confianza_empresarial,2021-03,4.61560911979878,"balance, seasonally adjusted"
confianza_empresarial,2021-04,-3.736488532871,"balance, seasonally adjusted"
confianza_empresarial,2021-05,-1.01610810424157,"balance, seasonally adjusted"
confianza_empresarial,2021-06,4.45224661877506,"balance, seasonally adjusted"
confianza_empresarial,2021-07,14.5852717782684,"balance, seasonally adjusted"
confianza_empresarial,2021-08,14.4401449069588,"balance, seasonally adjusted"
confianza_empresarial,2021-09,16.3942839227471,"balance, seasonally adjusted"
confianza_empresarial,2021-10,15.7118890338201,"balance, seasonally adjusted"
confianza_empresarial,2021-11,20.10994892253,"balance, seasonally adjusted"
confianza_empresarial,2021-12,13.1690597964799,"balance, seasonally adjusted"
confianza_empresarial,2022-01,11.5637307846045,"balance, seasonally adjusted"
confianza_empresarial,2022-02,13.1845322881889,"balance, seasonally adjusted"
confianza_empresarial,2022-03,11.0132718490726,"balance, seasonally adjusted"
confianza_empresarial,2022-04,12.8372464914002,"balance, seasonally adjusted"
confianza_empresarial,2022-05,16.2291396970986,"balance, seasonally adjusted"
confianza_empresarial,2022-06,10.4185553550062,"balance, seasonally adjusted"
confianza_empresarial,2022-07,8.74947261210971,"balance, seasonally adjusted"
confianza_empresarial,2022-08,5.24773184448548,"balance, seasonally adjusted"
confianza_empresarial,2022-09,3.19344958090569,"balance, seasonally adjusted"
confianza_empresarial,2022-10,2.78744548665478,"balance, seasonally adjusted"
confianza_empresarial,2022-11,4.34279543926467,"balance, seasonally adjusted"
confianza_empresarial,2022-12,0.887844020492385,"balance, seasonally adjusted"
confianza_empresarial,2023-01,1.90995767732425,"balance, seasonally adjusted"
confianza_empresarial,2023-02,1.94644194024562,"balance, seasonally adjusted"
confianza_empresarial,2023-03,0.573388518346813,"balance, seasonally adjusted"
confianza_empresarial,2023-04,-2.2205781833351,"balance, seasonally adjusted"
confianza_empresarial,2023-05,-2.88838614862132,"balance, seasonally adjusted"
confianza_empresarial,2023-06,-2.97965298941196,"balance, seasonally adjusted"
confianza_empresarial,2023-07,-1.11654075664458,"balance, seasonally adjusted"
confianza_empresarial,2023-08,1.84495032734106,"balance, seasonally adjusted"
confianza_empresarial,2023-09,-1.91616301036686,"balance, seasonally adjusted"
confianza_empresarial,2023-10,-1.64497475053949,"balance, seasonally adjusted"
confianza_empresarial,2023-11,-3.44636915980869,"balance, seasonally adjusted"
confianza_empresarial,2023-12,-1.5841053073369,"balance, seasonally adjusted"
confianza_empresarial,2024-01,-2.21741102522048,"balance, seasonally adjusted"
confianza_empresarial,2024-02,-3.22934704286835,"balance, seasonally adjusted"
confianza_empresarial,2024-03,-1.55928900443723,"balance, seasonally adjusted"
confianza_empresarial,2024-04,-3.41157252793879,"balance, seasonally adjusted"
confianza_empresarial,2024-05,-3.92491974514357,"balance, seasonally adjusted"
confianza_empresarial,2024-06,-1.85175551526897,"balance, seasonally adjusted"
confianza_empresarial,2024-07,-3.69730631550392,"balance, seasonally adjusted"
confianza_empresarial,2024-08,-2.70740845555211,"balance, seasonally adjusted"
confianza_empresarial,2024-09,-2.40586071966644,"balance, seasonally adjusted"
confianza_empresarial,2024-10,-0.544641095149023,"balance, seasonally adjusted"
confianza_empresarial,2024-11,1.25010053403315,"balance, seasonally adjusted"
confianza_empresarial,2024-12,1.3645330746118,"balance, seasonally adjusted"
confianza_empresarial,2025-01,0.393317963303901,"balance, seasonally adjusted"
confianza_empresarial,2025-02,-2.04881572308042,"balance, seasonally adjusted"
confianza_empresarial,2025-03,1.72070899108665,"balance, seasonally adjusted"
confianza_empresarial,2025-04,2.99858780895662,"balance, seasonally adjusted"
confianza_empresarial,2025-05,9.02026342097845,"balance, seasonally adjusted"
confianza_empresarial,2025-06,2.68372884267435,"balance, seasonally adjusted"
confianza_empresarial,2025-07,4.1442287419262,"balance, seasonally adjusted"
confianza_empresarial,2025-08,3.44333619540662,"balance, seasonally adjusted"
confianza_empresarial,2025-09,4.48785564580433,"balance, seasonally adjusted"
confianza_empresarial,2025-10,4.60511781900836,"balance, seasonally adjusted"
confianza_empresarial,2025-11,0.936313179772034,"balance, seasonally adjusted"
confianza_empresarial,2025-12,0.103361095751783,"balance, seasonally adjusted"
confianza_empresarial,2026-01,-1.7396407949405,"balance, seasonally adjusted"
confianza_empresarial,2026-02,-0.831418872145163,"balance, seasonally adjusted"
confianza_empresarial,2026-03,-2.86011112643093,"balance, seasonally adjusted"
confianza_empresarial,2026-04,0.676867138818923,"balance, seasonally adjusted"
confianza_empresarial,2026-05,0.334820977606011,"balance, seasonally adjusted"
confianza_empresarial,2026-06,-0.0737912372433471,"balance, seasonally adjusted"
construccion,1986-01,21.73320788,"index (2015=100), seasonally adjusted"
construccion,1986-02,36.36879198,"index (2015=100), seasonally adjusted"
construccion,1986-03,33.37265246,"index (2015=100), seasonally adjusted"
construccion,1986-04,39.87148314,"index (2015=100), seasonally adjusted"
construccion,1986-05,28.63504371,"index (2015=100), seasonally adjusted"
construccion,1986-06,25.694683870000002,"index (2015=100), seasonally adjusted"
construccion,1986-07,51.43663762,"index (2015=100), seasonally adjusted"
construccion,1986-08,40.34151087,"index (2015=100), seasonally adjusted"
construccion,1986-09,45.1726034,"index (2015=100), seasonally adjusted"
construccion,1986-10,43.42554379,"index (2015=100), seasonally adjusted"
construccion,1986-11,47.79406243,"index (2015=100), seasonally adjusted"
construccion,1986-12,38.03739976,"index (2015=100), seasonally adjusted"
construccion,1987-01,29.694733569999997,"index (2015=100), seasonally adjusted"
construccion,1987-02,39.46866434,"index (2015=100), seasonally adjusted"
construccion,1987-03,46.32267126,"index (2015=100), seasonally adjusted"
construccion,1987-04,38.769057839999995,"index (2015=100), seasonally adjusted"
construccion,1987-05,47.64219011,"index (2015=100), seasonally adjusted"
construccion,1987-06,45.79959691,"index (2015=100), seasonally adjusted"
construccion,1987-07,47.12060654,"index (2015=100), seasonally adjusted"
construccion,1987-08,40.04714568,"index (2015=100), seasonally adjusted"
construccion,1987-09,58.309341290000006,"index (2015=100), seasonally adjusted"
construccion,1987-10,43.87799284,"index (2015=100), seasonally adjusted"
construccion,1987-11,35.36233508,"index (2015=100), seasonally adjusted"
construccion,1987-12,37.52215196,"index (2015=100), seasonally adjusted"
construccion,1988-01,34.88882888,"index (2015=100), seasonally adjusted"
construccion,1988-02,41.366912989999996,"index (2015=100), seasonally adjusted"
construccion,1988-03,40.79048147,"index (2015=100), seasonally adjusted"
construccion,1988-04,39.03205472,"index (2015=100), seasonally adjusted"
construccion,1988-05,42.336659659999995,"index (2015=100), seasonally adjusted"
construccion,1988-06,36.719247440000004,"index (2015=100), seasonally adjusted"
construccion,1988-07,34.521664359999995,"index (2015=100), seasonally adjusted"
construccion,1988-08,34.72161404,"index (2015=100), seasonally adjusted"
construccion,1988-09,40.90092276,"index (2015=100), seasonally adjusted"
construccion,1988-10,38.49519075,"index (2015=100), seasonally adjusted"
construccion,1988-11,41.227774350000004,"index (2015=100), seasonally adjusted"
construccion,1988-12,38.55308236,"index (2015=100), seasonally adjusted"
construccion,1989-01,41.00943848,"index (2015=100), seasonally adjusted"
construccion,1989-02,31.329302069999997,"index (2015=100), seasonally adjusted"
construccion,1989-03,29.654606979999997,"index (2015=100), seasonally adjusted"
construccion,1989-04,34.92311662,"index (2015=100), seasonally adjusted"
construccion,1989-05,36.70645166,"index (2015=100), seasonally adjusted"
construccion,1989-06,38.258903509999996,"index (2015=100), seasonally adjusted"
construccion,1989-07,39.1921884,"index (2015=100), seasonally adjusted"
construccion,1989-08,38.46394667,"index (2015=100), seasonally adjusted"
construccion,1989-09,36.02063479,"index (2015=100), seasonally adjusted"
construccion,1989-10,39.55065675,"index (2015=100), seasonally adjusted"
construccion,1989-11,32.95703787,"index (2015=100), seasonally adjusted"
construccion,1989-12,34.08915436,"index (2015=100), seasonally adjusted"
construccion,1990-01,25.78605572,"index (2015=100), seasonally adjusted"
construccion,1990-02,37.72676031,"index (2015=100), seasonally adjusted"
construccion,1990-03,31.048974969999996,"index (2015=100), seasonally adjusted"
construccion,1990-04,24.29143337,"index (2015=100), seasonally adjusted"
construccion,1990-05,40.56525078,"index (2015=100), seasonally adjusted"
construccion,1990-06,36.57725149,"index (2015=100), seasonally adjusted"
construccion,1990-07,31.82473503,"index (2015=100), seasonally adjusted"
construccion,1990-08,31.90337321,"index (2015=100), seasonally adjusted"
construccion,1990-09,32.89622683,"index (2015=100), seasonally adjusted"
construccion,1990-10,32.28140794,"index (2015=100), seasonally adjusted"
construccion,1990-11,26.55175308,"index (2015=100), seasonally adjusted"
construccion,1990-12,26.22900112,"index (2015=100), seasonally adjusted"
construccion,1991-01,23.2401291,"index (2015=100), seasonally adjusted"
construccion,1991-02,36.65054774,"index (2015=100), seasonally adjusted"
construccion,1991-03,28.04227581,"index (2015=100), seasonally adjusted"
construccion,1991-04,46.65884016,"index (2015=100), seasonally adjusted"
construccion,1991-05,52.78100266,"index (2015=100), seasonally adjusted"
construccion,1991-06,42.18752042,"index (2015=100), seasonally adjusted"
construccion,1991-07,44.62381325,"index (2015=100), seasonally adjusted"
construccion,1991-08,54.919824510000005,"index (2015=100), seasonally adjusted"
construccion,1991-09,43.155838429999996,"index (2015=100), seasonally adjusted"
construccion,1991-10,50.943627160000005,"index (2015=100), seasonally adjusted"
construccion,1991-11,49.6537995,"index (2015=100), seasonally adjusted"
construccion,1991-12,46.8067992,"index (2015=100), seasonally adjusted"
construccion,1992-01,53.62459281,"index (2015=100), seasonally adjusted"
construccion,1992-02,55.343141419999995,"index (2015=100), seasonally adjusted"
construccion,1992-03,52.38793598,"index (2015=100), seasonally adjusted"
construccion,1992-04,51.217929059999996,"index (2015=100), seasonally adjusted"
construccion,1992-05,65.31037552,"index (2015=100), seasonally adjusted"
construccion,1992-06,59.6796706,"index (2015=100), seasonally adjusted"
construccion,1992-07,53.238483069999994,"index (2015=100), seasonally adjusted"
construccion,1992-08,57.62389712,"index (2015=100), seasonally adjusted"
construccion,1992-09,62.772648139999994,"index (2015=100), seasonally adjusted"
construccion,1992-10,58.974846400000004,"index (2015=100), seasonally adjusted"
construccion,1992-11,71.51788465999999,"index (2015=100), seasonally adjusted"
construccion,1992-12,80.77016975,"index (2015=100), seasonally adjusted"
construccion,1993-01,48.29725982,"index (2015=100), seasonally adjusted"
construccion,1993-02,46.035138759999995,"index (2015=100), seasonally adjusted"
construccion,1993-03,52.0843777,"index (2015=100), seasonally adjusted"
construccion,1993-04,69.04997507,"index (2015=100), seasonally adjusted"
construccion,1993-05,49.28601382,"index (2015=100), seasonally adjusted"
construccion,1993-06,54.47955009,"index (2015=100), seasonally adjusted"
construccion,1993-07,48.75045427,"index (2015=100), seasonally adjusted"
construccion,1993-08,51.12649509,"index (2015=100), seasonally adjusted"
construccion,1993-09,46.713563889999996,"index (2015=100), seasonally adjusted"
construccion,1993-10,44.908799009999996,"index (2015=100), seasonally adjusted"
construccion,1993-11,67.68144711000001,"index (2015=100), seasonally adjusted"
construccion,1993-12,80.90725857999999,"index (2015=100), seasonally adjusted"
construccion,1994-01,32.10543482,"index (2015=100), seasonally adjusted"
construccion,1994-02,47.30260486,"index (2015=100), seasonally adjusted"
construccion,1994-03,44.19695576,"index (2015=100), seasonally adjusted"
construccion,1994-04,52.200719969999994,"index (2015=100), seasonally adjusted"
construccion,1994-05,57.66694314,"index (2015=100), seasonally adjusted"
construccion,1994-06,74.2309019,"index (2015=100), seasonally adjusted"
construccion,1994-07,51.533227169999996,"index (2015=100), seasonally adjusted"
construccion,1994-08,77.91515656,"index (2015=100), seasonally adjusted"
construccion,1994-09,83.03614196,"index (2015=100), seasonally adjusted"
construccion,1994-10,66.85139812999999,"index (2015=100), seasonally adjusted"
construccion,1994-11,75.85068692,"index (2015=100), seasonally adjusted"
construccion,1994-12,99.89837919,"index (2015=100), seasonally adjusted"
construccion,1995-01,58.92254517999999,"index (2015=100), seasonally adjusted"
construccion,1995-02,57.250086239999995,"index (2015=100), seasonally adjusted"
construccion,1995-03,46.140051789999994,"index (2015=100), seasonally adjusted"
construccion,1995-04,45.443116249999996,"index (2015=100), seasonally adjusted"
construccion,1995-05,72.00542895999999,"index (2015=100), seasonally adjusted"
construccion,1995-06,46.47777358,"index (2015=100), seasonally adjusted"
construccion,1995-07,54.08269436999999,"index (2015=100), seasonally adjusted"
construccion,1995-08,57.78924849,"index (2015=100), seasonally adjusted"
construccion,1995-09,52.41303063,"index (2015=100), seasonally adjusted"
construccion,1995-10,47.90295084,"index (2015=100), seasonally adjusted"
construccion,1995-11,49.26458398,"index (2015=100), seasonally adjusted"
construccion,1995-12,51.66820407,"index (2015=100), seasonally adjusted"
construccion,1996-01,46.55802676,"index (2015=100), seasonally adjusted"
construccion,1996-02,37.35568251,"index (2015=100), seasonally adjusted"
construccion,1996-03,36.16555018,"index (2015=100), seasonally adjusted"
construccion,1996-04,36.37829565,"index (2015=100), seasonally adjusted"
construccion,1996-05,47.11588577,"index (2015=100), seasonally adjusted"
construccion,1996-06,26.4273358,"index (2015=100), seasonally adjusted"
construccion,1996-07,30.39918507,"index (2015=100), seasonally adjusted"
construccion,1996-08,34.80863781,"index (2015=100), seasonally adjusted"
construccion,1996-09,41.296349819999996,"index (2015=100), seasonally adjusted"
construccion,1996-10,31.59521838,"index (2015=100), seasonally adjusted"
construccion,1996-11,43.58145361,"index (2015=100), seasonally adjusted"
construccion,1996-12,60.518602089999995,"index (2015=100), seasonally adjusted"
construccion,1997-01,35.86727171,"index (2015=100), seasonally adjusted"
construccion,1997-02,22.46430692,"index (2015=100), seasonally adjusted"
construccion,1997-03,43.40653645,"index (2015=100), seasonally adjusted"
construccion,1997-04,41.45455792,"index (2015=100), seasonally adjusted"
construccion,1997-05,64.55598318,"index (2015=100), seasonally adjusted"
construccion,1997-06,30.7627469,"index (2015=100), seasonally adjusted"
construccion,1997-07,56.358170259999994,"index (2015=100), seasonally adjusted"
construccion,1997-08,33.82559844,"index (2015=100), seasonally adjusted"
construccion,1997-09,56.82335299,"index (2015=100), seasonally adjusted"
construccion,1997-10,51.31079168,"index (2015=100), seasonally adjusted"
construccion,1997-11,58.56618874,"index (2015=100), seasonally adjusted"
construccion,1997-12,61.70736788999999,"index (2015=100), seasonally adjusted"
construccion,1998-01,53.522785559999996,"index (2015=100), seasonally adjusted"
construccion,1998-02,41.91477141,"index (2015=100), seasonally adjusted"
construccion,1998-03,50.27302858,"index (2015=100), seasonally adjusted"
construccion,1998-04,32.63602514,"index (2015=100), seasonally adjusted"
construccion,1998-05,57.4969331,"index (2015=100), seasonally adjusted"
construccion,1998-06,51.84063661,"index (2015=100), seasonally adjusted"
construccion,1998-07,39.864029280000004,"index (2015=100), seasonally adjusted"
construccion,1998-08,43.126768389999995,"index (2015=100), seasonally adjusted"
construccion,1998-09,36.718067250000004,"index (2015=100), seasonally adjusted"
construccion,1998-10,24.335349,"index (2015=100), seasonally adjusted"
construccion,1998-11,32.21438535,"index (2015=100), seasonally adjusted"
construccion,1998-12,30.461548999999998,"index (2015=100), seasonally adjusted"
construccion,1999-01,23.99427298,"index (2015=100), seasonally adjusted"
construccion,1999-02,33.40669173,"index (2015=100), seasonally adjusted"
construccion,1999-03,29.712498590000003,"index (2015=100), seasonally adjusted"
construccion,1999-04,30.043077099999998,"index (2015=100), seasonally adjusted"
construccion,1999-05,17.97807947,"index (2015=100), seasonally adjusted"
construccion,1999-06,31.355763260000003,"index (2015=100), seasonally adjusted"
construccion,1999-07,30.03344921,"index (2015=100), seasonally adjusted"
construccion,1999-08,21.07329316,"index (2015=100), seasonally adjusted"
construccion,1999-09,37.99155854,"index (2015=100), seasonally adjusted"
construccion,1999-10,38.42624257999999,"index (2015=100), seasonally adjusted"
construccion,1999-11,22.632826180000002,"index (2015=100), seasonally adjusted"
construccion,1999-12,24.52424214,"index (2015=100), seasonally adjusted"
construccion,2000-01,16.35500233,"index (2015=100), seasonally adjusted"
construccion,2000-02,21.33256312,"index (2015=100), seasonally adjusted"
construccion,2000-03,26.15999083,"index (2015=100), seasonally adjusted"
construccion,2000-04,21.84395976,"index (2015=100), seasonally adjusted"
construccion,2000-05,27.68629208,"index (2015=100), seasonally adjusted"
construccion,2000-06,40.24957998,"index (2015=100), seasonally adjusted"
construccion,2000-07,23.99768933,"index (2015=100), seasonally adjusted"
construccion,2000-08,26.165767569999996,"index (2015=100), seasonally adjusted"
construccion,2000-09,36.46749346,"index (2015=100), seasonally adjusted"
construccion,2000-10,36.20878254,"index (2015=100), seasonally adjusted"
construccion,2000-11,33.28680888,"index (2015=100), seasonally adjusted"
construccion,2000-12,48.83716746,"index (2015=100), seasonally adjusted"
construccion,2001-01,23.13937781,"index (2015=100), seasonally adjusted"
construccion,2001-02,27.75169966,"index (2015=100), seasonally adjusted"
construccion,2001-03,30.88629456,"index (2015=100), seasonally adjusted"
construccion,2001-04,26.145704269999996,"index (2015=100), seasonally adjusted"
construccion,2001-05,28.17271829,"index (2015=100), seasonally adjusted"
construccion,2001-06,24.62946574,"index (2015=100), seasonally adjusted"
construccion,2001-07,35.647196609999995,"index (2015=100), seasonally adjusted"
construccion,2001-08,30.24128756,"index (2015=100), seasonally adjusted"
construccion,2001-09,23.05452808,"index (2015=100), seasonally adjusted"
construccion,2001-10,36.86385225,"index (2015=100), seasonally adjusted"
construccion,2001-11,67.28347330999999,"index (2015=100), seasonally adjusted"
construccion,2001-12,46.1943407,"index (2015=100), seasonally adjusted"
construccion,2002-01,43.96594834,"index (2015=100), seasonally adjusted"
construccion,2002-02,34.102012259999995,"index (2015=100), seasonally adjusted"
construccion,2002-03,46.77654897,"index (2015=100), seasonally adjusted"
construccion,2002-04,35.54209724,"index (2015=100), seasonally adjusted"
construccion,2002-05,43.920479820000004,"index (2015=100), seasonally adjusted"
construccion,2002-06,50.84386972,"index (2015=100), seasonally adjusted"
construccion,2002-07,43.237830849999995,"index (2015=100), seasonally adjusted"
construccion,2002-08,39.98968887,"index (2015=100), seasonally adjusted"
construccion,2002-09,53.13804236,"index (2015=100), seasonally adjusted"
construccion,2002-10,43.24199258,"index (2015=100), seasonally adjusted"
construccion,2002-11,44.89146879,"index (2015=100), seasonally adjusted"
construccion,2002-12,50.39589297,"index (2015=100), seasonally adjusted"
construccion,2003-01,45.77922304,"index (2015=100), seasonally adjusted"
construccion,2003-02,41.682211099999996,"index (2015=100), seasonally adjusted"
construccion,2003-03,40.53537324,"index (2015=100), seasonally adjusted"
construccion,2003-04,51.9992174,"index (2015=100), seasonally adjusted"
construccion,2003-05,61.75215314,"index (2015=100), seasonally adjusted"
construccion,2003-06,37.50171598,"index (2015=100), seasonally adjusted"
construccion,2003-07,58.71296759,"index (2015=100), seasonally adjusted"
construccion,2003-08,52.42408719,"index (2015=100), seasonally adjusted"
construccion,2003-09,49.54832743,"index (2015=100), seasonally adjusted"
construccion,2003-10,65.51746849,"index (2015=100), seasonally adjusted"
construccion,2003-11,56.86062227000001,"index (2015=100), seasonally adjusted"
construccion,2003-12,62.815010879999996,"index (2015=100), seasonally adjusted"
construccion,2004-01,43.7782354,"index (2015=100), seasonally adjusted"
construccion,2004-02,39.90483914,"index (2015=100), seasonally adjusted"
construccion,2004-03,53.40445559,"index (2015=100), seasonally adjusted"
construccion,2004-04,52.642547279999995,"index (2015=100), seasonally adjusted"
construccion,2004-05,48.16632042,"index (2015=100), seasonally adjusted"
construccion,2004-06,45.289939509999996,"index (2015=100), seasonally adjusted"
construccion,2004-07,47.63858742,"index (2015=100), seasonally adjusted"
construccion,2004-08,47.838537099999996,"index (2015=100), seasonally adjusted"
construccion,2004-09,56.622720029999996,"index (2015=100), seasonally adjusted"
construccion,2004-10,45.59703838,"index (2015=100), seasonally adjusted"
construccion,2004-11,45.94227614,"index (2015=100), seasonally adjusted"
construccion,2004-12,47.32819643,"index (2015=100), seasonally adjusted"
construccion,2005-01,46.24254231,"index (2015=100), seasonally adjusted"
construccion,2005-02,53.08083401,"index (2015=100), seasonally adjusted"
construccion,2005-03,55.97218475,"index (2015=100), seasonally adjusted"
construccion,2005-04,43.57977649,"index (2015=100), seasonally adjusted"
construccion,2005-05,56.42910612000001,"index (2015=100), seasonally adjusted"
construccion,2005-06,69.4292521,"index (2015=100), seasonally adjusted"
construccion,2005-07,46.39677501,"index (2015=100), seasonally adjusted"
construccion,2005-08,47.10836979,"index (2015=100), seasonally adjusted"
construccion,2005-09,49.18482772,"index (2015=100), seasonally adjusted"
construccion,2005-10,47.188374509999996,"index (2015=100), seasonally adjusted"
construccion,2005-11,53.26103098,"index (2015=100), seasonally adjusted"
construccion,2005-12,46.780772819999996,"index (2015=100), seasonally adjusted"
construccion,2006-01,64.00557803,"index (2015=100), seasonally adjusted"
construccion,2006-02,56.81881856,"index (2015=100), seasonally adjusted"
construccion,2006-03,57.245365469999996,"index (2015=100), seasonally adjusted"
construccion,2006-04,40.65432436,"index (2015=100), seasonally adjusted"
construccion,2006-05,65.08800215,"index (2015=100), seasonally adjusted"
construccion,2006-06,53.81702652,"index (2015=100), seasonally adjusted"
construccion,2006-07,61.53891074,"index (2015=100), seasonally adjusted"
construccion,2006-08,65.96811619,"index (2015=100), seasonally adjusted"
construccion,2006-09,64.52088794000001,"index (2015=100), seasonally adjusted"
construccion,2006-10,72.13077797,"index (2015=100), seasonally adjusted"
construccion,2006-11,65.3978341,"index (2015=100), seasonally adjusted"
construccion,2006-12,82.69282978,"index (2015=100), seasonally adjusted"
construccion,2007-01,67.24968249999999,"index (2015=100), seasonally adjusted"
construccion,2007-02,81.07938054,"index (2015=100), seasonally adjusted"
construccion,2007-03,77.24660779,"index (2015=100), seasonally adjusted"
construccion,2007-04,58.06087942,"index (2015=100), seasonally adjusted"
construccion,2007-05,62.937626820000006,"index (2015=100), seasonally adjusted"
construccion,2007-06,69.31943196,"index (2015=100), seasonally adjusted"
construccion,2007-07,78.32667153,"index (2015=100), seasonally adjusted"
construccion,2007-08,72.10531062999999,"index (2015=100), seasonally adjusted"
construccion,2007-09,79.57624836,"index (2015=100), seasonally adjusted"
construccion,2007-10,80.02310702999999,"index (2015=100), seasonally adjusted"
construccion,2007-11,55.57793787999999,"index (2015=100), seasonally adjusted"
construccion,2007-12,86.87754876,"index (2015=100), seasonally adjusted"
construccion,2008-01,73.72938162,"index (2015=100), seasonally adjusted"
construccion,2008-02,60.21920554,"index (2015=100), seasonally adjusted"
construccion,2008-03,46.76841185,"index (2015=100), seasonally adjusted"
construccion,2008-04,58.30337821,"index (2015=100), seasonally adjusted"
construccion,2008-05,65.18484016,"index (2015=100), seasonally adjusted"
construccion,2008-06,50.39104797,"index (2015=100), seasonally adjusted"
construccion,2008-07,89.3468249,"index (2015=100), seasonally adjusted"
construccion,2008-08,53.97455135,"index (2015=100), seasonally adjusted"
construccion,2008-09,83.78183813999999,"index (2015=100), seasonally adjusted"
construccion,2008-10,61.341135099999995,"index (2015=100), seasonally adjusted"
construccion,2008-11,49.50596469,"index (2015=100), seasonally adjusted"
construccion,2008-12,52.9848035,"index (2015=100), seasonally adjusted"
construccion,2009-01,42.12699226,"index (2015=100), seasonally adjusted"
construccion,2009-02,43.04325934,"index (2015=100), seasonally adjusted"
construccion,2009-03,41.57313023,"index (2015=100), seasonally adjusted"
construccion,2009-04,48.24673944,"index (2015=100), seasonally adjusted"
construccion,2009-05,44.39769389,"index (2015=100), seasonally adjusted"
construccion,2009-06,41.66511886,"index (2015=100), seasonally adjusted"
construccion,2009-07,58.72536030999999,"index (2015=100), seasonally adjusted"
construccion,2009-08,57.06920304999999,"index (2015=100), seasonally adjusted"
construccion,2009-09,53.48954846,"index (2015=100), seasonally adjusted"
construccion,2009-10,52.24749083,"index (2015=100), seasonally adjusted"
construccion,2009-11,57.67210557,"index (2015=100), seasonally adjusted"
construccion,2009-12,65.70364792,"index (2015=100), seasonally adjusted"
construccion,2010-01,41.635561859999996,"index (2015=100), seasonally adjusted"
construccion,2010-02,48.0914747,"index (2015=100), seasonally adjusted"
