id,source,idno,title,category,repository_id,publisher,nation,access,year_start,year_end,created_at,updated_at,page_views_total,download_count,landing_page,api_endpoint
472,microdatos.dane.gov.co,DANE-DIMPE-EXPO-2011-2012-2013-2014-2015-2016,Estadísticas de Exportaciones - EXPO - 2011 A 2024,Comercio internacional.,CI-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2011,2024,2018-01-24T17:57:50+00:00,2026-05-06T03:33:21+00:00,783085,1459991,https://microdatos.dane.gov.co/index.php/catalog/472,https://microdatos.dane.gov.co/index.php/api/catalog/472
421,microdatos.dane.gov.co,DANE-DCD-CGRAL-2005,Censo General 2005,Demografía y población.,DEM-Microdatos,Dirección de Censos y Demografía - DCD,Colombia,direct,2005,2006,2016-08-19T15:49:50+00:00,2024-01-18T17:02:07+00:00,1435893,997723,https://microdatos.dane.gov.co/index.php/catalog/421,https://microdatos.dane.gov.co/index.php/api/catalog/421
643,microdatos.dane.gov.co,DANE-DCD-CNPV-2018,Censo Nacional de Población y Vivienda - CNPV - 2018,Demografía y población.,DEM-Microdatos,"Dirección de Censos y Demografía - DCD, Departamento Administrativo Nacional de Estadística - DANE",Colombia,direct,2018,2018,2019-10-11T13:11:22+00:00,2023-02-23T21:29:01+00:00,1708228,706897,https://microdatos.dane.gov.co/index.php/catalog/643,https://microdatos.dane.gov.co/index.php/api/catalog/643
430,microdatos.dane.gov.co,COL-DIJIN-CSP-2015,Conductas y Servicios de Policía - CSP - 2015,,CAT_POLICIA_NACIONAL,Dirección de Investigación Criminal e Interpol - DIJIN,Colombia,data_na,2003,2015,2016-10-25T15:55:58+00:00,2016-10-25T15:55:58+00:00,268512,441436,https://microdatos.dane.gov.co/index.php/catalog/430,https://microdatos.dane.gov.co/index.php/api/catalog/430
194,microdatos.dane.gov.co,DANE-DIMPE-ELPS-2012,Encuesta longitudinal de Protección Social - ELPS 2012,Salud.,SAL-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2012,2012,2014-05-16T22:03:19+00:00,2017-09-25T15:16:42+00:00,1197269,405501,https://microdatos.dane.gov.co/index.php/catalog/194,https://microdatos.dane.gov.co/index.php/api/catalog/194
206,microdatos.dane.gov.co,DANE-DIMPE-GEIH-2008,Gran Encuesta Integrada de Hogares - GEIH - 2008,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2008,2008,2014-05-23T22:28:27+00:00,2020-03-09T13:12:40+00:00,1286679,403475,https://microdatos.dane.gov.co/index.php/catalog/206,https://microdatos.dane.gov.co/index.php/api/catalog/206
473,microdatos.dane.gov.co,DANE-DIMPE-IMPO-2012-2016,Estadísticas de Importaciones - IMPO -  2012 A 2024,Comercio internacional.,CI-Microdatos,"Fase 1: (Enero 2008-diciembre 2016), Publicación (31 de Diciembre 2017)., Fase 2: (Enero 1991- diciembre 2007), Publicación (28 de febrero 2018)., Fase 3: (Años 1970 - 1990), Publicación (28 marzo de 2018).",Colombia,direct,2024,2024,2018-01-24T17:57:50+00:00,2025-12-22T14:38:52+00:00,416436,330302,https://microdatos.dane.gov.co/index.php/catalog/473,https://microdatos.dane.gov.co/index.php/api/catalog/473
599,microdatos.dane.gov.co,DANE-DIMPE-GEIH-2019,Gran Encuesta Integrada de Hogares - GEIH - 2019,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2019,2019,2019-03-29T17:11:22+00:00,2020-04-08T13:56:28+00:00,903553,270061,https://microdatos.dane.gov.co/index.php/catalog/599,https://microdatos.dane.gov.co/index.php/api/catalog/599
455,microdatos.dane.gov.co,DANE-DIMPE-POBREZA-MULTIDIMENSIONAL-2016,Indice de Pobreza Multidimensional - IPM- 2016,Pobreza y condiciones de vida.,POBCONVID,Departamento Administrativo Nacional de Estadística,Colombia,direct,0,0,2017-03-22T15:51:34+00:00,2022-12-07T17:46:00+00:00,298143,231497,https://microdatos.dane.gov.co/index.php/catalog/455,https://microdatos.dane.gov.co/index.php/api/catalog/455
782,microdatos.dane.gov.co,DANE-DIMPE-GEIH-2023,Gran Encuesta Integrada de Hogares - GEIH - 2023.,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2023,2023,2023-03-10T23:04:52+00:00,2024-03-11T20:50:54+00:00,487395,226870,https://microdatos.dane.gov.co/index.php/catalog/782,https://microdatos.dane.gov.co/index.php/api/catalog/782
819,microdatos.dane.gov.co,DANE-DIMPE-GEIH-2024,Gran Encuesta Integrada de Hogares - GEIH - 2024.,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2024,2024,2024-03-11T20:52:49+00:00,2025-02-12T14:29:11+00:00,706989,210436,https://microdatos.dane.gov.co/index.php/catalog/819,https://microdatos.dane.gov.co/index.php/api/catalog/819
701,microdatos.dane.gov.co,DANE-DIMPE-GEIH-2021,Gran Encuesta Integrada de Hogares - GEIH - 2021,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2021,2021,2021-03-11T17:51:25+00:00,2024-05-03T15:25:14+00:00,797434,206851,https://microdatos.dane.gov.co/index.php/catalog/701,https://microdatos.dane.gov.co/index.php/api/catalog/701
712,microdatos.dane.gov.co,DANE-DIMPE-EMICRON-2020,Encuesta de Micronegocios- 2020,Comercio interno.,CII-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,0,0,2021-05-14T23:33:52+00:00,2024-07-02T21:55:16+00:00,145632,198993,https://microdatos.dane.gov.co/index.php/catalog/712,https://microdatos.dane.gov.co/index.php/api/catalog/712
678,microdatos.dane.gov.co,DANE-DIMPE-ECV-2019,Encuesta Nacional de Calidad de Vida - ECV 2019,Pobreza y condiciones de vida.,POBCONVID,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2019,2019,2020-07-14T19:27:16+00:00,2024-05-16T16:42:40+00:00,369129,195824,https://microdatos.dane.gov.co/index.php/catalog/678,https://microdatos.dane.gov.co/index.php/api/catalog/678
513,microdatos.dane.gov.co,DANE-DCD-CNA-2014,Tercer Censo Nacional Agropecuario - 2014 -3er CNA,Agropecuario.,Agrop-Microdatos,Departamento Administrativivo Nacional de Estadística - DANE,Colombia,direct,2014,2014,2016-11-23T23:51:42+00:00,2022-01-07T03:33:09+00:00,873469,191670,https://microdatos.dane.gov.co/index.php/catalog/513,https://microdatos.dane.gov.co/index.php/api/catalog/513
208,microdatos.dane.gov.co,DANE-DIRPEN-ENCV-  MOVILIDAD SOCIAL-2010,Encuesta Nacional de Calidad de Vida y Movilidad Social - ENCV - 2010,Metadatos - DANE,METADATOS,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,data_na,2010,2010,2014-05-26T15:51:33+00:00,2014-05-26T15:51:33+00:00,1261650,179446,https://microdatos.dane.gov.co/index.php/catalog/208,https://microdatos.dane.gov.co/index.php/api/catalog/208
427,microdatos.dane.gov.co,DANE-DIMPE-GEIH-2016,Gran Encuesta Integrada de Hogares - GEIH - 2016,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2016,2016,2016-10-12T14:22:01+00:00,2020-05-13T15:11:17+00:00,753774,157959,https://microdatos.dane.gov.co/index.php/catalog/427,https://microdatos.dane.gov.co/index.php/api/catalog/427
264,microdatos.dane.gov.co,DANE-DIRPEN-ICCV-2010- 2011-2012-2013-2014,Índice de Costos de la Construcción de Vivienda -  ICCV -  2010- 2011-2012-2013-2014,Construcción,construc-Metadatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,data_na,2010,2014,2014-09-22T16:52:37+00:00,2014-09-22T16:52:43+00:00,118335,152735,https://microdatos.dane.gov.co/index.php/catalog/264,https://microdatos.dane.gov.co/index.php/api/catalog/264
286,microdatos.dane.gov.co,MEN-OAPF-MEPBM-2010-2011-2012-2013,"Estadísticas de Matriculas en Educación Preescolar, Básica y Media - EPBM - 2010 - 2011 - 2012 - 2013",,CAT_MET_MIN_EDUC,Oficina Asesora de Planeación y Finanzas - OAPF,Colombia,data_na,2010,2013,2014-10-20T20:51:02+00:00,2014-10-20T20:51:02+00:00,140695,151555,https://microdatos.dane.gov.co/index.php/catalog/286,https://microdatos.dane.gov.co/index.php/api/catalog/286
771,microdatos.dane.gov.co,DANE-DIMPE-GEIH-2022,Gran Encuesta Integrada de Hogares - GEIH - 2022,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2022,2022,2022-12-23T01:05:38+00:00,2024-03-08T15:28:31+00:00,364982,123189,https://microdatos.dane.gov.co/index.php/catalog/771,https://microdatos.dane.gov.co/index.php/api/catalog/771
801,microdatos.dane.gov.co,DANE-DIMPE-EDUCACIN-FORMAL-2022,Educación Formal 2022,Educación.,EDU-Microdatos,"Departamento Administrativo Nacional de Estadística - DANE, Dirección de Metodologia y Producción Estadística - DIMPE",Colombia,direct,2022,2022,2023-07-21T15:45:22+00:00,2023-08-15T21:38:50+00:00,167411,111246,https://microdatos.dane.gov.co/index.php/catalog/801,https://microdatos.dane.gov.co/index.php/api/catalog/801
743,microdatos.dane.gov.co,DANE-DIMPE-EM-2021,Encuesta Multipropósito Bogotá - Cundinamarca - EM - 2021,Pobreza y condiciones de vida.,POBCONVID,Encuesta Multipropósito Bogotá - Cundinamarca (EM 2021),Colombia,direct,2021,2021,2022-07-06T13:48:37+00:00,2023-03-10T23:29:55+00:00,425518,105233,https://microdatos.dane.gov.co/index.php/catalog/743,https://microdatos.dane.gov.co/index.php/api/catalog/743
552,microdatos.dane.gov.co,DANE-DIMPE-ENUT-2016-2017,Encuesta Nacional de Uso del Tiempo 2016-2017,Pobreza y condiciones de vida.,POBCONVID,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2016,2017,2018-04-11T19:49:45+00:00,2020-08-15T18:51:14+00:00,556791,99450,https://microdatos.dane.gov.co/index.php/catalog/552,https://microdatos.dane.gov.co/index.php/api/catalog/552
104,microdatos.dane.gov.co,DANE-DIRPEN-ECP-2008,Encuesta de Cultura Política - ECP 2008,Metadatos - DANE,METADATOS,"Dirección de Regulación, Planeación, Estandarización y Normalización - DIRPEN",Colombia,data_na,2008,2008,2014-03-17T13:01:23+00:00,2014-03-17T13:01:23+00:00,234792,97011,https://microdatos.dane.gov.co/index.php/catalog/104,https://microdatos.dane.gov.co/index.php/api/catalog/104
733,microdatos.dane.gov.co,DANE-POBREZA-MONETARIA-Y-DESIGUALDAD-2021,Medición de Pobreza Monetaria y Desigualdad 2021,Pobreza y condiciones de vida.,POBCONVID,Las bases de datos del año 2019 corresponden a la actualización metodológica de pobreza monetaria y no son comparables con publicaciones anteriores desarrolladas a partir de la metodología MESEP.,Colombia,direct,2021,2021,2022-04-26T16:50:41+00:00,2023-11-24T22:04:19+00:00,87840,96254,https://microdatos.dane.gov.co/index.php/catalog/733,https://microdatos.dane.gov.co/index.php/api/catalog/733
547,microdatos.dane.gov.co,DANE-DIMPE-GEIH-2018,Gran Encuesta Integrada de Hogares - GEIH - 2018,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2018,2018,2018-03-28T19:43:42+00:00,2019-10-21T17:31:48+00:00,865618,95421,https://microdatos.dane.gov.co/index.php/catalog/547,https://microdatos.dane.gov.co/index.php/api/catalog/547
46,microdatos.dane.gov.co,DANE-DIMPE-IPC-2009-2010-2011-2012-2013,Indice de Precios al Consumidor - IPC - 2009-2010-2011-2012-2013,Metadatos - DANE,METADATOS,Direccción de Metodología y Producción Estadistica - DIMPE,Colombia,data_na,2009,2013,2014-03-05T14:10:43+00:00,2014-03-05T14:10:43+00:00,160237,95258,https://microdatos.dane.gov.co/index.php/catalog/46,https://microdatos.dane.gov.co/index.php/api/catalog/46
558,microdatos.dane.gov.co,DANE-DIMPE-IMPO-1970-1990,Estadísticas de Importaciones  - IMPO - 1970 A 1990,Comercio internacional.,CI-Microdatos,"Dirección de Metodología y Producción Estadística - DIMPE, Fase 1: (Enero 2008-diciembre 2016), Publicación (31 de Diciembre 2017)., Fase 2: (Enero 1991- diciembre 2007), Publicación ( 4 de mayo de 2018)., Fase 3: (Años 1970 - 1990), Publicación ( 4 de mayo de 2018).",Colombia,direct,1970,1990,2018-05-10T18:44:26+00:00,2023-11-20T15:33:43+00:00,34803,93969,https://microdatos.dane.gov.co/index.php/catalog/558,https://microdatos.dane.gov.co/index.php/api/catalog/558
861,microdatos.dane.gov.co,DANE-DIMPE-ECV-2024,Encuesta Nacional de Calidad de Vida - ECV - 2024,Pobreza y condiciones de vida.,POBCONVID,"Departamento Administrativo Nacional de Estadística - DANE , Dirección de Metodología y Producción Estadística - DIMPE",Colombia,direct,2024,2025,2025-04-25T14:19:24+00:00,2026-03-16T20:32:06+00:00,294480,83507,https://microdatos.dane.gov.co/index.php/catalog/861,https://microdatos.dane.gov.co/index.php/api/catalog/861
722,microdatos.dane.gov.co,DANE-DIMPE-EDUCACIÓN-FORMAL-2020,Educación Formal 2020,Educación.,EDU-Microdatos,Educación Formal,Colombia,direct,2020,2020,2022-02-10T15:48:20+00:00,2022-11-10T20:47:42+00:00,215931,82231,https://microdatos.dane.gov.co/index.php/catalog/722,https://microdatos.dane.gov.co/index.php/api/catalog/722
356,microdatos.dane.gov.co,DANE-DIMPE-GEIH-2015,Gran Encuesta Integrada de Hogares - GEIH - 2015,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2015,2015,2015-06-24T16:21:59+00:00,2020-04-30T21:00:20+00:00,872687,76564,https://microdatos.dane.gov.co/index.php/catalog/356,https://microdatos.dane.gov.co/index.php/api/catalog/356
458,microdatos.dane.gov.co,DANE-DIMPE-GEIH-2017,Gran Encuesta Integrada de Hogares - GEIH -2017,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2017,2017,2017-03-29T15:06:32+00:00,2020-05-29T20:02:23+00:00,758067,70782,https://microdatos.dane.gov.co/index.php/catalog/458,https://microdatos.dane.gov.co/index.php/api/catalog/458
68,microdatos.dane.gov.co,DANE- DIMPE- GEIH- 2013,Gran Encuesta Integrada de Hogares - GEIH - 2013,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2013,2013,2014-03-10T15:55:43+00:00,2020-04-20T16:41:18+00:00,2309760,69850,https://microdatos.dane.gov.co/index.php/catalog/68,https://microdatos.dane.gov.co/index.php/api/catalog/68
309,microdatos.dane.gov.co,SuperSociedades-GAD-OEPRO-2014,"Estadísticas del Proceso de Reorganización Empresarial., Proceso de Reorganización Presentación Mensual",,CAT_MET_SUPERINTENDENCIA_DE_SOCIEDADES,"Superintendencia de Sociedades, ",Colombia,data_na,2007,2007,2014-12-10T21:21:52+00:00,2014-12-10T21:21:52+00:00,58166,65931,https://microdatos.dane.gov.co/index.php/catalog/309,https://microdatos.dane.gov.co/index.php/api/catalog/309
115,microdatos.dane.gov.co,DANE-DCD-CENSO-1985,Censo Nacional 1985,Metadatos - DANE,METADATOS,Dirección de Censos y Demografía - DCD,Colombia,data_na,1985,1985,2014-03-18T15:18:48+00:00,2014-03-18T15:18:48+00:00,253281,62788,https://microdatos.dane.gov.co/index.php/catalog/115,https://microdatos.dane.gov.co/index.php/api/catalog/115
328,microdatos.dane.gov.co,DANE-DIMPE-GEIH-2014,Gran Encuesta Integrada de Hogares - GEIH - 2014,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2014,2014,2015-02-24T16:45:56+00:00,2020-04-24T21:32:52+00:00,665709,54682,https://microdatos.dane.gov.co/index.php/catalog/328,https://microdatos.dane.gov.co/index.php/api/catalog/328
205,microdatos.dane.gov.co,DANE-DIMPE-GEIH-2010,Gran Encuesta Integrada de Hogares - GEIH - 2010,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2010,2010,2014-05-23T21:12:23+00:00,2020-03-26T22:03:14+00:00,705651,52033,https://microdatos.dane.gov.co/index.php/catalog/205,https://microdatos.dane.gov.co/index.php/api/catalog/205
607,microdatos.dane.gov.co,DANE-DIMPE-ECV-2018,Encuesta Nacional de Calidad de Vida - ECV 2018,Pobreza y condiciones de vida.,POBCONVID,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2018,2018,2019-04-30T19:22:39+00:00,2024-05-16T16:39:37+00:00,483811,48008,https://microdatos.dane.gov.co/index.php/catalog/607,https://microdatos.dane.gov.co/index.php/api/catalog/607
77,microdatos.dane.gov.co,DANE-DIMPE-GEIH-2012,Gran Encuesta Integrada de Hogares - GEIH - 2012,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2012,2012,2014-03-11T15:02:20+00:00,2020-04-15T19:42:38+00:00,709466,46936,https://microdatos.dane.gov.co/index.php/catalog/77,https://microdatos.dane.gov.co/index.php/api/catalog/77
285,microdatos.dane.gov.co,INS-GCA-IRCA-2007-2013,Indice de Riesgo de la Calidad del Agua para Consumo Humano - IRCA 2007-2013,,CAT_MET_INST_NAC_SALUD,"[""Gerardo Nava Tovar - Grupo Calidad de Agua - INS""]",COLOMBIA,data_na,2007,2013,2014-10-20T20:36:33+00:00,2014-10-20T20:36:33+00:00,71791,46678,https://microdatos.dane.gov.co/index.php/catalog/285,https://microdatos.dane.gov.co/index.php/api/catalog/285
113,microdatos.dane.gov.co,DANE-DCD-CENSO-1993,XVI Censo Nacional de Población y V de Vivienda - 1993,Microdatos - DANE,MICRODATOS,Dirección de Censos y Demográfia - DCD,Colombia,direct,1993,1993,2014-03-18T13:29:33+00:00,2025-05-13T14:32:46+00:00,435853,45802,https://microdatos.dane.gov.co/index.php/catalog/113,https://microdatos.dane.gov.co/index.php/api/catalog/113
565,microdatos.dane.gov.co,DANE-DIMPE-EM-2017,Encuesta Multipropósito - EM 2017,Pobreza y condiciones de vida.,POBCONVID,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2017,2018,2018-07-18T13:31:51+00:00,2022-07-14T15:46:49+00:00,832738,44847,https://microdatos.dane.gov.co/index.php/catalog/565,https://microdatos.dane.gov.co/index.php/api/catalog/565
734,microdatos.dane.gov.co,DANE-DIMPE-ECV-2021,Encuesta Nacional de Calidad de Vida - ECV 2021,Pobreza y condiciones de vida.,POBCONVID,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2021,2021,2022-04-28T20:52:14+00:00,2024-05-16T16:46:24+00:00,327853,44169,https://microdatos.dane.gov.co/index.php/catalog/734,https://microdatos.dane.gov.co/index.php/api/catalog/734
182,microdatos.dane.gov.co,DANE-DIMPE-GEIH-2011,Gran Encuesta Integrada de Hogares - GEIH - 2011,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2011,2011,2014-04-04T14:35:30+00:00,2020-03-12T15:54:34+00:00,995237,43014,https://microdatos.dane.gov.co/index.php/catalog/182,https://microdatos.dane.gov.co/index.php/api/catalog/182
853,microdatos.dane.gov.co,DANE-DIMPE-GEIH-2025,Gran Encuesta Integrada de Hogares - GEIH - 2025,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2025,2025,2025-03-12T14:39:01+00:00,2026-07-14T21:37:53+00:00,334657,39732,https://microdatos.dane.gov.co/index.php/catalog/853,https://microdatos.dane.gov.co/index.php/api/catalog/853
207,microdatos.dane.gov.co,DANE-DIMPE-GEIH-2009,Gran Encuesta Integrada de Hogares - GEIH - 2009,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2009,2009,2014-05-23T22:43:57+00:00,2020-04-06T15:51:38+00:00,2024920,39591,https://microdatos.dane.gov.co/index.php/catalog/207,https://microdatos.dane.gov.co/index.php/api/catalog/207
827,microdatos.dane.gov.co,DANE-DIMPE-ECV-2023,Encuesta Nacional de Calidad de Vida - ECV 2023,Pobreza y condiciones de vida.,POBCONVID,"Departamento Administrativo Nacional de Estadística - DANE , Dirección de Metodología y Producción Estadística - DIMPE",Colombia,direct,0,0,2024-04-27T00:43:35+00:00,2024-07-10T14:31:48+00:00,381683,39529,https://microdatos.dane.gov.co/index.php/catalog/827,https://microdatos.dane.gov.co/index.php/api/catalog/827
696,microdatos.dane.gov.co,DANE-DCD-EEVV-2019,Estadísticas Vitales - EEVV -  2019,Demografía y población.,DEM-Microdatos,Dirección de Censos y Demografía - DCD,Colombia,direct,2019,2020,2021-01-20T21:18:17+00:00,2022-08-16T19:47:18+00:00,157904,39243,https://microdatos.dane.gov.co/index.php/catalog/696,https://microdatos.dane.gov.co/index.php/api/catalog/696
566,microdatos.dane.gov.co,DANE-DIMPE-ENPH-2016-2017,Encuesta Nacional de Presupuestos de los Hogares - ENPH- Julio 2016 - Julio 2017,Pobreza y condiciones de vida.,POBCONVID,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2016,2017,2018-08-03T15:54:47+00:00,2020-03-25T12:35:50+00:00,500992,38884,https://microdatos.dane.gov.co/index.php/catalog/566,https://microdatos.dane.gov.co/index.php/api/catalog/566
681,microdatos.dane.gov.co,DANE-DIMPE-EMICRON-2019,Encuesta de Micronegocios- 2019,Comercio interno.,CII-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,0,0,2020-08-21T05:42:03+00:00,2024-07-02T21:53:45+00:00,211663,38667,https://microdatos.dane.gov.co/index.php/catalog/681,https://microdatos.dane.gov.co/index.php/api/catalog/681
544,microdatos.dane.gov.co,DANE-DIMPE-ECV-2017,Encuesta Nacional de Calidad de Vida - ECV 2017,Pobreza y condiciones de vida.,POBCONVID,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2017,2017,2018-03-21T21:11:20+00:00,2022-01-27T22:28:11+00:00,523555,38178,https://microdatos.dane.gov.co/index.php/catalog/544,https://microdatos.dane.gov.co/index.php/api/catalog/544
342,microdatos.dane.gov.co,DANE-DIMPE-ENCV-2014,Encuesta Nacional de Calidad de Vida - ENCV 2014,Pobreza y condiciones de vida.,POBCONVID,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2014,2014,2015-05-07T21:16:57+00:00,2022-01-27T22:23:13+00:00,672355,37785,https://microdatos.dane.gov.co/index.php/catalog/342,https://microdatos.dane.gov.co/index.php/api/catalog/342
718,microdatos.dane.gov.co,DANE-DIMPE-ECV-2020,Encuesta Nacional de Calidad de Vida - ECV 2020,Pobreza y condiciones de vida.,POBCONVID,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2020,2020,2021-09-02T23:46:37+00:00,2024-05-16T16:44:43+00:00,298087,37397,https://microdatos.dane.gov.co/index.php/catalog/718,https://microdatos.dane.gov.co/index.php/api/catalog/718
683,microdatos.dane.gov.co,DANE-DIMPE-EAI-2018,Encuesta Ambiental Industrial - EAI - 2018,Industria.,Ind-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2019,2019,2020-09-25T22:01:54+00:00,2020-09-25T22:06:29+00:00,131728,36726,https://microdatos.dane.gov.co/index.php/catalog/683,https://microdatos.dane.gov.co/index.php/api/catalog/683
38,microdatos.dane.gov.co,DANE-DIMPE-MMCM-2009-2010-2011-2012,Muestra Mensual de Comercio al por Menor - MMCM - 2009 - 2010 - 2011- 2012,Metadatos - DANE,METADATOS,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,data_na,2009,2010,2014-03-04T16:49:39+00:00,2014-03-04T16:49:39+00:00,210609,36654,https://microdatos.dane.gov.co/index.php/catalog/38,https://microdatos.dane.gov.co/index.php/api/catalog/38
679,microdatos.dane.gov.co,DANE-DIMPE-POBREZA-MULTIDIMENSIONAL-2019,Indice de Pobreza Multidimensional - IPM- 2020,Pobreza y condiciones de vida.,POBCONVID,"Departamento Administrativo Nacional de Estadística, ",Colombia,direct,0,0,2020-07-14T20:23:15+00:00,2023-12-29T20:58:55+00:00,118554,35947,https://microdatos.dane.gov.co/index.php/catalog/679,https://microdatos.dane.gov.co/index.php/api/catalog/679
186,microdatos.dane.gov.co,DANE-DIMPE- ECV-2003,Encuesta de Calidad de Vida - ECV 2003,Pobreza y condiciones de vida.,POBCONVID,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2003,2003,2014-04-09T19:54:57+00:00,2017-09-25T15:17:28+00:00,465772,34298,https://microdatos.dane.gov.co/index.php/catalog/186,https://microdatos.dane.gov.co/index.php/api/catalog/186
797,microdatos.dane.gov.co,DANE-DIMPE-EGIT-2023,Encuesta de Gasto Interno en Turismo - EGIT -  2023,Servicios.,SER-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,0,0,2023-06-28T19:08:45+00:00,2024-04-04T15:47:06+00:00,65697,32744,https://microdatos.dane.gov.co/index.php/catalog/797,https://microdatos.dane.gov.co/index.php/api/catalog/797
219,microdatos.dane.gov.co,DANE-DIMPE-ECH-2004,Encuesta Continua de Hogares - ECH - 2004,Mercado Laboral.,MERCLAB-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,2004,2004,2014-05-26T22:01:55+00:00,2017-09-25T15:11:58+00:00,905290,31833,https://microdatos.dane.gov.co/index.php/catalog/219,https://microdatos.dane.gov.co/index.php/api/catalog/219
793,microdatos.dane.gov.co,DANE-DIMPE-ECV-2022,Encuesta Nacional de Calidad de Vida - ECV 2022,Pobreza y condiciones de vida.,POBCONVID,Dirección de Metodología y Producción Estadística - DIMPE,Colombia,direct,0,0,2023-05-23T15:49:22+00:00,2024-05-16T16:48:00+00:00,386035,30522,https://microdatos.dane.gov.co/index.php/catalog/793,https://microdatos.dane.gov.co/index.php/api/catalog/793
366,microdatos.dane.gov.co,DANE-DCD-EEVV-1998-2007,Estadìsticas Vitales  - EEVV - 1998 -2007,Demografía y población.,DEM-Microdatos,Dirección de Censos y Demografía - DCD,Colombia,direct,1998,2007,2015-08-03T19:22:55+00:00,2017-09-25T14:53:36+00:00,729546,29969,https://microdatos.dane.gov.co/index.php/catalog/366,https://microdatos.dane.gov.co/index.php/api/catalog/366
543,microdatos.dane.gov.co,DANE-DIMPE-ZF-2018-2025,ZONAS FRANCAS - ZF - 2018 - 2025,Comercio internacional.,CI-Microdatos,Dirección de Metodología y Producción Estadística - DIMPE-,Colombia,direct,2018,2025,2018-03-21T20:54:22+00:00,2026-07-24T04:48:19+00:00,157303,29318,https://microdatos.dane.gov.co/index.php/catalog/543,https://microdatos.dane.gov.co/index.php/api/catalog/543
397,microdatos.dane.gov.co,DANE-DCD-EEVV-1992-1996,Estadìsticas Vitales  - EEVV - 1992 -1996,Demografía y población.,DEM-Microdatos,Dirección de Censos y Demografía - DCD,Colombia,direct,1992,1996,2016-03-11T13:37:36+00:00,2017-09-25T14:52:27+00:00,68299,28298,https://microdatos.dane.gov.co/index.php/catalog/397,https://microdatos.dane.gov.co/index.php/api/catalog/397
487,microdatos.dane.gov.co,DANE-DIMPE-EAS-2009-2010-1,Encuesta Anual de Servicios  - EAS - 2009 - 2010,Servicios.,SER-Microdatos,Dirección de de Metodología y Producción Estadística -DIMPE-,Colombia,direct,2010,2011,2017-08-04T21:26:32+00:00,2018-09-27T21:39:51+00:00,150109,28092,https://microdatos.dane.gov.co/index.php/catalog/487,https://microdatos.dane.gov.co/index.php/api/catalog/487
